id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
97,TCK-00097,Low,Closed,Hardware,Hardware issue #97,Hardware ticket with low priority; currently closed.,2024-07-24,2024-08-14,heidi.ng,2024-07-24 16:10:01
98,TCK-00098,Medium,Resolved,Access,Access issue #98,Access ticket with medium priority; currently resolved.,2024-07-11,2024-07-30,judy.chen,2024-07-11 10:16:49
99,TCK-00099,Medium,In Progress,Access,Access issue #99,Access ticket with medium priority; currently in progress.,2024-10-13,,diana.lee,2024-10-13 13:40:28
100,TCK-00100,High,In Progress,Network,Network issue #100,Network ticket with high priority; currently in progress.,2024-02-08,,bob.jones,2024-02-08 12:05:09
101,TCK-00101,Medium,In Progress,Hardware,Hardware issue #101,Hardware ticket with medium priority; currently in progress.,2024-12-27,,grace.patel,2024-12-27 17:24:24
102,TCK-00102,Medium,In Progress,Security,Security issue #102,Security ticket with medium priority; currently in progress.,2024-01-07,,eve.owens,2024-01-07 09:22:13
103,TCK-00103,High,Closed,Access,Access issue #103,Access ticket with high priority; currently closed.,2024-07-23,2024-07-28,charlie.khan,2024-07-23 12:03:03
104,TCK-00104,High,Open,Network,Network issue #104,Network ticket with high priority; currently open.,2024-04-17,,eve.owens,2024-04-17 17:16:22
105,TCK-00105,Medium,Open,Network,Network issue #105,Network ticket with medium priority; currently open.,2024-08-29,,bob.jones,2024-08-29 10:04:31
106,TCK-00106,Medium,Closed,Network,Network issue #106,Network ticket with medium priority; currently closed.,2024-04-26,2024-05-15,bob.jones,2024-04-26 09:03:49
107,TCK-00107,Medium,In Progress,Security,Security issue #107,Security ticket with medium priority; currently in progress.,2024-06-30,,judy.chen,2024-06-30 12:01:37
108,TCK-00108,Critical,Open,Software,Software issue #108,Software ticket with critical priority; currently open.,2024-08-31,,,2024-08-31 16:36:29
109,TCK-00109,High,Open,Software,Software issue #109,Software ticket with high priority; currently open.,2024-11-11,,bob.jones,2024-11-11 15:05:03
110,TCK-00110,Medium,Resolved,Other,Other issue #110,Other ticket with medium priority; currently resolved.,2024-08-21,2024-09-20,diana.lee,2024-08-21 08:06:43
111,TCK-00111,High,Resolved,Other,Other issue #111,Other ticket with high priority; currently resolved.,2024-12-31,2025-01-05,heidi.ng,2024-12-31 14:39:41
112,TCK-00112,High,Open,Other,Other issue #112,Other ticket with high priority; currently open.,2024-12-19,,,2024-12-19 08:31:06
113,TCK-00113,High,Closed,Software,Software issue #113,Software ticket with high priority; currently closed.,2024-05-12,2024-05-20,grace.patel,2024-05-12 09:52:12
114,TCK-00114,High,Closed,Hardware,Hardware issue #114,Hardware ticket with high priority; currently closed.,2024-01-11,2024-01-29,bob.jones,2024-01-11 12:21:06
115,TCK-00115,Medium,Open,Network,Network issue #115,Network ticket with medium priority; currently open.,2024-04-14,,,2024-04-14 18:08:35
116,TCK-00116,Medium,In Progress,Other,Other issue #116,Other ticket with medium priority; currently in progress.,2024-12-23,,charlie.khan,2024-12-23 14:17:24
117,TCK-00117,High,Resolved,Software,Software issue #117,Software ticket with high priority; currently resolved.,2024-04-13,2024-04-30,alice.smith,2024-04-13 09:09:32
118,TCK-00118,Low,Resolved,Other,Other issue #118,Other ticket with low priority; currently resolved.,2024-12-01,2024-12-15,charlie.khan,2024-12-01 08:30:48
119,TCK-00119,Medium,Resolved,Network,Network issue #119,Network ticket with medium priority; currently resolved.,2024-03-13,2024-03-31,frank.wong,2024-03-13 10:11:31
120,TCK-00120,Medium,Open,Software,Software issue #120,Software ticket with medium priority; currently open.,2024-06-21,,judy.chen,2024-06-21 15:21:00
121,TCK-00121,Medium,In Progress,Security,Security issue #121,Security ticket with medium priority; currently in progress.,2024-09-23,,diana.lee,2024-09-23 11:04:50
122,TCK-00122,Critical,Closed,Access,Access issue #122,Access ticket with critical priority; currently closed.,2024-11-16,2024-12-03,bob.jones,2024-11-16 18:23:43
123,TCK-00123,High,Open,Security,Security issue #123,Security ticket with high priority; currently open.,2024-12-03,,frank.wong,2024-12-03 12:28:34
124,TCK-00124,Low,Open,Software,Software issue #124,Software ticket with low priority; currently open.,2024-11-12,,eve.owens,2024-11-12 12:02:23
125,TCK-00125,Medium,On Hold,Security,Security issue #125,Security ticket with medium priority; currently on hold.,2024-01-12,,judy.chen,2024-01-12 15:03:52
126,TCK-00126,Critical,Closed,Hardware,Hardware issue #126,Hardware ticket with critical priority; currently closed.,2024-05-23,2024-05-30,bob.jones,2024-05-23 10:48:43
127,TCK-00127,Medium,Open,Access,Access issue #127,Access ticket with medium priority; currently open.,2024-04-17,,judy.chen,2024-04-17 17:30:00
128,TCK-00128,Low,On Hold,Network,Network issue #128,Network ticket with low priority; currently on hold.,2024-03-15,,diana.lee,2024-03-15 16:00:44
129,TCK-00129,Medium,In Progress,Access,Access issue #129,Access ticket with medium priority; currently in progress.,2024-02-15,,charlie.khan,2024-02-15 08:08:11
130,TCK-00130,High,In Progress,Network,Network issue #130,Network ticket with high priority; currently in progress.,2024-08-20,,heidi.ng,2024-08-20 09:31:31
131,TCK-00131,High,Closed,Other,Other issue #131,Other ticket with high priority; currently closed.,2024-02-11,2024-02-13,frank.wong,2024-02-11 15:12:26
132,TCK-00132,High,In Progress,Software,Software issue #132,Software ticket with high priority; currently in progress.,2024-12-02,,ivan.ali,2024-12-02 16:09:38
133,TCK-00133,High,Open,Security,Security issue #133,Security ticket with high priority; currently open.,2024-04-07,,diana.lee,2024-04-07 15:09:47
134,TCK-00134,Critical,In Progress,Network,Network issue #134,Network ticket with critical priority; currently in progress.,2024-04-26,,grace.patel,2024-04-26 10:10:54
135,TCK-00135,Medium,In Progress,Network,Network issue #135,Network ticket with medium priority; currently in progress.,2024-10-30,,judy.chen,2024-10-30 16:53:10
136,TCK-00136,Medium,Open,Security,Security issue #136,Security ticket with medium priority; currently open.,2024-09-09,,,2024-09-09 14:14:57
137,TCK-00137,Medium,Open,Hardware,Hardware issue #137,Hardware ticket with medium priority; currently open.,2024-08-25,,ivan.ali,2024-08-25 08:21:36
138,TCK-00138,Medium,In Progress,Network,Network issue #138,Network ticket with medium priority; currently in progress.,2024-03-11,,ivan.ali,2024-03-11 14:51:15
139,TCK-00139,Medium,On Hold,Software,Software issue #139,Software ticket with medium priority; currently on hold.,2024-01-23,,frank.wong,2024-01-23 17:27:13
140,TCK-00140,Critical,Open,Hardware,Hardware issue #140,Hardware ticket with critical priority; currently open.,2024-11-30,,ivan.ali,2024-11-30 15:23:23
141,TCK-00141,Critical,Closed,Network,Network issue #141,Network ticket with critical priority; currently closed.,2024-10-22,2024-10-28,bob.jones,2024-10-22 15:59:20
142,TCK-00142,Medium,Closed,Access,Access issue #142,Access ticket with medium priority; currently closed.,2024-07-31,2024-08-26,charlie.khan,2024-07-31 14:13:53
143,TCK-00143,Low,Closed,Network,Network issue #143,Network ticket with low priority; currently closed.,2024-10-04,2024-10-13,grace.patel,2024-10-04 14:05:36
144,TCK-00144,Medium,Closed,Network,Network issue #144,Network ticket with medium priority; currently closed.,2024-01-25,2024-01-28,charlie.khan,2024-01-25 18:35:55
145,TCK-00145,Low,Closed,Other,Other issue #145,Other ticket with low priority; currently closed.,2024-08-19,2024-09-01,grace.patel,2024-08-19 12:25:14
146,TCK-00146,Medium,On Hold,Access,Access issue #146,Access ticket with medium priority; currently on hold.,2024-12-05,,judy.chen,2024-12-05 13:56:37
147,TCK-00147,Critical,Closed,Hardware,Hardware issue #147,Hardware ticket with critical priority; currently closed.,2024-11-27,2024-12-26,eve.owens,2024-11-27 09:41:16
148,TCK-00148,Medium,In Progress,Network,Network issue #148,Network ticket with medium priority; currently in progress.,2024-04-23,,grace.patel,2024-04-23 13:25:06
149,TCK-00149,Low,Resolved,Other,Other issue #149,Other ticket with low priority; currently resolved.,2024-05-28,2024-06-12,eve.owens,2024-05-28 16:53:26
150,TCK-00150,High,In Progress,Network,Network issue #150,Network ticket with high priority; currently in progress.,2024-08-27,,diana.lee,2024-08-27 08:41:55
151,TCK-00151,High,Open,Security,Security issue #151,Security ticket with high priority; currently open.,2024-11-05,,,2024-11-05 13:42:51
152,TCK-00152,High,Closed,Access,Access issue #152,Access ticket with high priority; currently closed.,2024-05-20,2024-06-19,bob.jones,2024-05-20 18:12:43
153,TCK-00153,Medium,In Progress,Software,Software issue #153,Software ticket with medium priority; currently in progress.,2024-06-23,,grace.patel,2024-06-23 09:11:46
154,TCK-00154,Medium,Resolved,Security,Security issue #154,Security ticket with medium priority; currently resolved.,2024-06-09,2024-06-29,charlie.khan,2024-06-09 17:37:25
155,TCK-00155,Medium,Resolved,Hardware,Hardware issue #155,Hardware ticket with medium priority; currently resolved.,2024-08-07,2024-09-03,alice.smith,2024-08-07 13:21:00
156,TCK-00156,Low,Open,Software,Software issue #156,Software ticket with low priority; currently open.,2024-06-18,,alice.smith,2024-06-18 12:48:12
157,TCK-00157,Medium,Closed,Network,Network issue #157,Network ticket with medium priority; currently closed.,2024-12-20,2024-12-23,heidi.ng,2024-12-20 08:37:47
158,TCK-00158,Low,Open,Security,Security issue #158,Security ticket with low priority; currently open.,2024-09-02,,alice.smith,2024-09-02 18:33:05
159,TCK-00159,Medium,Resolved,Other,Other issue #159,Other ticket with medium priority; currently resolved.,2024-08-28,2024-09-10,frank.wong,2024-08-28 10:50:29
160,TCK-00160,Medium,Closed,Software,Software issue #160,Software ticket with medium priority; currently closed.,2024-07-20,2024-07-29,heidi.ng,2024-07-20 15:54:28
161,TCK-00161,High,Closed,Hardware,Hardware issue #161,Hardware ticket with high priority; currently closed.,2024-02-17,2024-03-16,grace.patel,2024-02-17 14:43:57
162,TCK-00162,High,Closed,Hardware,Hardware issue #162,Hardware ticket with high priority; currently closed.,2024-08-03,2024-08-07,heidi.ng,2024-08-03 12:32:17
163,TCK-00163,High,Open,Access,Access issue #163,Access ticket with high priority; currently open.,2024-12-09,,eve.owens,2024-12-09 17:40:49
164,TCK-00164,Critical,Resolved,Other,Other issue #164,Other ticket with critical priority; currently resolved.,2024-07-29,2024-07-30,judy.chen,2024-07-29 13:10:52
165,TCK-00165,High,Resolved,Other,Other issue #165,Other ticket with high priority; currently resolved.,2024-01-27,2024-02-05,bob.jones,2024-01-27 08:33:54
166,TCK-00166,Medium,Open,Security,Security issue #166,Security ticket with medium priority; currently open.,2024-01-19,,charlie.khan,2024-01-19 15:22:22
167,TCK-00167,High,Resolved,Hardware,Hardware issue #167,Hardware ticket with high priority; currently resolved.,2024-10-02,2024-10-16,eve.owens,2024-10-02 09:27:56
168,TCK-00168,Medium,In Progress,Access,Access issue #168,Access ticket with medium priority; currently in progress.,2024-12-06,,diana.lee,2024-12-06 08:30:43
169,TCK-00169,High,In Progress,Hardware,Hardware issue #169,Hardware ticket with high priority; currently in progress.,2024-02-18,,heidi.ng,2024-02-18 12:35:29
170,TCK-00170,Medium,Open,Other,Other issue #170,Other ticket with medium priority; currently open.,2024-07-16,,heidi.ng,2024-07-16 09:34:21
171,TCK-00171,Medium,In Progress,Access,Access issue #171,Access ticket with medium priority; currently in progress.,2024-10-31,,ivan.ali,2024-10-31 10:01:26
172,TCK-00172,High,On Hold,Other,Other issue #172,Other ticket with high priority; currently on hold.,2024-09-16,,judy.chen,2024-09-16 09:28:08
173,TCK-00173,High,Resolved,Other,Other issue #173,Other ticket with high priority; currently resolved.,2024-10-05,2024-10-30,ivan.ali,2024-10-05 08:04:24
174,TCK-00174,Critical,Resolved,Access,Access issue #174,Access ticket with critical priority; currently resolved.,2024-06-20,2024-06-21,heidi.ng,2024-06-20 18:02:06
175,TCK-00175,Low,In Progress,Access,Access issue #175,Access ticket with low priority; currently in progress.,2024-11-28,,ivan.ali,2024-11-28 09:12:44
176,TCK-00176,Medium,Closed,Access,Access issue #176,Access ticket with medium priority; currently closed.,2024-08-09,2024-08-25,charlie.khan,2024-08-09 13:26:46
177,TCK-00177,Critical,Closed,Software,Software issue #177,Software ticket with critical priority; currently closed.,2024-03-12,2024-04-11,alice.smith,2024-03-12 16:45:38
178,TCK-00178,Low,In Progress,Access,Access issue #178,Access ticket with low priority; currently in progress.,2024-05-29,,ivan.ali,2024-05-29 10:31:27
179,TCK-00179,Medium,Closed,Network,Network issue #179,Network ticket with medium priority; currently closed.,2024-04-21,2024-05-11,bob.jones,2024-04-21 15:21:43
180,TCK-00180,Critical,On Hold,Security,Security issue #180,Security ticket with critical priority; currently on hold.,2024-06-16,,ivan.ali,2024-06-16 11:56:49
181,TCK-00181,Low,On Hold,Hardware,Hardware issue #181,Hardware ticket with low priority; currently on hold.,2024-06-21,,charlie.khan,2024-06-21 18:15:16
182,TCK-00182,Low,Open,Other,Other issue #182,Other ticket with low priority; currently open.,2024-03-31,,charlie.khan,2024-03-31 14:48:21
183,TCK-00183,High,On Hold,Software,Software issue #183,Software ticket with high priority; currently on hold.,2024-09-03,,eve.owens,2024-09-03 18:30:34
184,TCK-00184,Critical,Resolved,Other,Other issue #184,Other ticket with critical priority; currently resolved.,2024-07-01,2024-07-16,charlie.khan,2024-07-01 12:34:01
185,TCK-00185,Medium,Resolved,Network,Network issue #185,Network ticket with medium priority; currently resolved.,2024-02-01,2024-02-05,eve.owens,2024-02-01 13:12:44
186,TCK-00186,Low,On Hold,Other,Other issue #186,Other ticket with low priority; currently on hold.,2024-03-05,,heidi.ng,2024-03-05 08:07:37
187,TCK-00187,Medium,Closed,Hardware,Hardware issue #187,Hardware ticket with medium priority; currently closed.,2024-06-28,2024-06-30,bob.jones,2024-06-28 13:06:22
